,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
2391,19940.svs,2686685,88.6,79.53,1,[0.99966116 0.99297635 0.95689021 0.83631614 0.71130856],2686549
2392,19940.svs,2686685,89.63,81.21,1,[0.99831039 0.98805829 0.96155461 0.84675146 0.64283436],2686504
2393,19940.svs,2686685,91.32,84.02,1,[0.99748859 0.97546036 0.94186003 0.81214873 0.6958983 ],2686483
2394,19940.svs,2686685,74.37,59.2,1,[0.99863487 0.98183269 0.94345216 0.80274555 0.67464865],2686460
2395,19940.svs,2686685,91.29,83.97,1,[0.99919663 0.99374773 0.97689157 0.92041919 0.82224152],2686431
2396,19940.svs,2686685,92.3,85.7,1,[0.99971303 0.99413009 0.97485863 0.85195679 0.68284286],2686412
2397,19940.svs,2686685,93.41,87.63,1,[0.99893604 0.99014048 0.97165394 0.85586473 0.70254008],2686391
2398,19940.svs,2686685,86.81,76.7,1,[0.99842258 0.99364066 0.97436645 0.93632844 0.78782639],2686370
2399,19940.svs,2686685,92.61,86.24,1,[0.99829488 0.99378035 0.98146997 0.94307185 0.83647126],2686353
2400,19940.svs,2686685,86.25,75.82,1,[0.99908469 0.99043178 0.97497754 0.8895226  0.7790272 ],2686334
2401,19940.svs,2686685,85.32,74.4,1,[0.99758614 0.98967984 0.96127107 0.90694593 0.75349832],2686317
2402,19940.svs,2686685,79.97,66.62,1,[0.99897021 0.98901125 0.94032521 0.88736806 0.79017037],2686298
2403,19940.svs,2686685,85.03,73.96,1,[0.99249823 0.98312539 0.94548816 0.87744632 0.80700267],2686260
2404,19940.svs,2686685,91.05,83.56,1,[0.99831821 0.98885599 0.96718492 0.87276963 0.77532278],2686230
2405,19940.svs,2686685,93.59,87.95,1,[0.99886936 0.99144206 0.9706076  0.84811698 0.70364294],2686209
2406,19940.svs,2686685,92.69,86.38,1,[0.99529698 0.9812135  0.95384867 0.83863051 0.7799359 ],2686190
2407,19940.svs,2686685,79.54,66.03,1,[0.99895078 0.98964611 0.96212165 0.88333755 0.76533456],2686163
2408,19940.svs,2686685,88.04,78.64,1,[0.99935988 0.99160556 0.9725013  0.89679663 0.75767906],2686142
2409,19940.svs,2686685,80.72,67.67,1,[0.99551274 0.986997   0.96069779 0.89248203 0.78674102],2686124
2410,20182.svs,2691879,70.73,54.71,0,[0.95928664 0.97373692 0.95144276 0.81320359 0.73618396],2819082
2411,20182.svs,2691879,62.18,45.12,0,[0.99748274 0.98676002 0.94185141 0.83055861 0.68820168],2746553
2412,20182.svs,2691879,81.92,69.38,0,[0.99460385 0.98929732 0.96616817 0.90640426 0.83981471],2746518
2413,20182.svs,2691879,47.35,31.02,0,[0.99903643 0.98256941 0.95221389 0.88043938 0.78121912],2746455
2414,20182.svs,2691879,82.5,70.21,0,[0.97373953 0.97427171 0.9474518  0.83099061 0.78985774],2746424
2415,20182.svs,2691879,59.34,42.19,0,[0.98339658 0.98053344 0.96358375 0.87138523 0.67666848],2723550
2416,20182.svs,2691879,60.21,43.07,0,[0.98736509 0.97530062 0.94218463 0.82785507 0.78573061],2723395
2417,20182.svs,2691879,81.02,68.09,0,[0.95157472 0.95786973 0.95365708 0.83592102 0.73009762],2723216
2418,20182.svs,2691879,61.83,44.74,1,[0.99702903 0.9866113  0.97370953 0.93027021 0.85519685],2692138
2419,20182.svs,2691879,60.42,43.29,1,[0.99788879 0.98996034 0.9734317  0.90805107 0.74080001],2692091
2420,20182.svs,2691879,65.66,48.87,1,[0.99729348 0.98914855 0.97282954 0.91177006 0.74088549],2692058
2421,20182.svs,2691879,61.85,44.77,1,[0.99953187 0.99385495 0.97220827 0.87400031 0.67353144],2692017
2422,20182.svs,2691879,85.78,75.1,1,[0.99965938 0.99554071 0.98810711 0.96061556 0.92123798],2691982
2423,20182.svs,2691879,69.71,53.51,1,[0.99711998 0.98663816 0.95980843 0.87319584 0.78406968],2691939
2424,20182.svs,2691879,80.83,67.82,1,[0.99581591 0.98947894 0.97827818 0.91969163 0.83944071],2691904
2425,20182.svs,2691879,90.85,83.23,1,[0.99973322 0.9968996  0.99441486 0.98244521 0.96765616],2691879
2426,20182.svs,2691879,89.54,81.07,1,[0.99726542 0.99059602 0.96165072 0.88014256 0.79061907],2664236
2427,20182.svs,2691879,88.26,78.98,1,[0.99837075 0.99384733 0.98225058 0.94901758 0.90002077],2664170
2428,20182.svs,2691939,69.88,53.7,0,[0.93506829 0.96654174 0.96210259 0.87828198 0.76889916],2819082
2429,20182.svs,2691939,63.81,46.86,0,[0.99085877 0.98210889 0.92931326 0.83287886 0.64931222],2746553
2430,20182.svs,2691939,83.94,72.33,0,[0.9878647  0.98887287 0.97806247 0.92620111 0.75733782],2746518
2431,20182.svs,2691939,57.45,40.3,0,[0.99785264 0.98041509 0.94410322 0.85589255 0.85731605],2746455
2432,20182.svs,2691939,81.76,69.15,0,[0.94898391 0.95497114 0.92866633 0.85044522 0.7851395 ],2746424
2433,20182.svs,2691939,62.38,45.33,0,[0.97553625 0.98138816 0.97461971 0.86293798 0.54018054],2723550
2434,20182.svs,2691939,58.67,41.51,0,[0.96661101 0.95337876 0.91528124 0.80968442 0.64373125],2723395
2435,20182.svs,2691939,80.82,67.81,0,[0.92016925 0.93088254 0.93527818 0.85515419 0.74930804],2723216
2436,20182.svs,2691939,61.18,44.07,1,[0.9861603  0.97236784 0.95311725 0.87101701 0.72933657],2692138
2437,20182.svs,2691939,66.11,49.38,1,[0.99897952 0.99565759 0.98060083 0.92993337 0.88539223],2692091
2438,20182.svs,2691939,67.5,50.95,1,[0.99264222 0.99100882 0.98238532 0.91246651 0.83749667],2692058
2439,20182.svs,2691939,74.09,58.84,1,[0.99893137 0.99215108 0.95965475 0.86088753 0.84510743],2692017
2440,20182.svs,2691939,87.11,77.16,1,[0.99267079 0.97944093 0.96594793 0.88471443 0.80652426],2691982
2441,20182.svs,2691939,74.56,59.44,1,[0.99762935 0.99563704 0.98891697 0.96707807 0.95227742],2691939
2442,20182.svs,2691939,83.96,72.35,1,[0.9919472  0.99176552 0.9868695  0.93443863 0.83169284],2691904
2443,20182.svs,2691939,92.53,86.1,1,[0.9938763  0.98325549 0.96557959 0.91336105 0.81272309],2691879
2444,20182.svs,2691939,91.83,84.9,1,[0.99245821 0.98976193 0.96075726 0.91173776 0.852103  ],2664236
2445,20182.svs,2691939,89.49,80.98,1,[0.99409957 0.98906235 0.97160157 0.92662266 0.84082626],2664170
2446,20182.svs,2664170,70.71,54.69,0,[0.95809287 0.97834088 0.96622561 0.85172585 0.79039153],2819082
2447,20182.svs,2664170,62.88,45.86,0,[0.99666926 0.98956129 0.95886341 0.87783177 0.72854089],2746553
2448,20182.svs,2664170,81.72,69.09,0,[0.99421322 0.99112283 0.9760129  0.91194966 0.79959716],2746518
2449,20182.svs,2664170,51.49,34.67,0,[0.99787704 0.98491906 0.96401708 0.91385724 0.8663365 ],2746455
2450,20182.svs,2664170,82.13,69.67,0,[0.97221698 0.97633227 0.96541897 0.88237936 0.84111547],2746424
2451,20182.svs,2664170,60.0,42.86,0,[0.98351147 0.98182955 0.95921088 0.86243425 0.692164  ],2723550
2452,20182.svs,2664170,59.82,42.67,0,[0.98443568 0.97428126 0.95574719 0.86504329 0.78343974],2723395
2453,20182.svs,2664170,81.2,68.35,0,[0.94966038 0.95821855 0.9660584  0.88237832 0.81059672],2723216
2454,20182.svs,2664170,62.52,45.48,1,[0.99449876 0.98492328 0.97188487 0.92110264 0.86028356],2692138
2455,20182.svs,2664170,60.17,43.03,1,[0.99850961 0.99356907 0.97352534 0.92389467 0.8748895 ],2692091
2456,20182.svs,2664170,65.57,48.77,1,[0.99684416 0.99156744 0.97271269 0.91402109 0.8603917 ],2692058
2457,20182.svs,2664170,67.92,51.42,1,[0.999389   0.9933599  0.97974703 0.91890021 0.83093149],2692017
2458,20182.svs,2664170,86.45,76.14,1,[0.99836891 0.99011893 0.98433379 0.93973075 0.89487187],2691982
2459,20182.svs,2664170,70.67,54.65,1,[0.99832574 0.99131886 0.96917916 0.90145955 0.84605266],2691939
2460,20182.svs,2664170,81.08,68.18,1,[0.99605316 0.99365399 0.9852758  0.93518364 0.89207151],2691904
2461,20182.svs,2664170,92.29,85.68,1,[0.99887974 0.99048939 0.9825681  0.94756212 0.90688733],2691879
2462,20182.svs,2664170,91.66,84.6,1,[0.99806413 0.9927582  0.96554119 0.89899593 0.823233  ],2664236
2463,20182.svs,2664170,89.56,81.09,1,[0.9993258  0.99510669 0.98886575 0.97740196 0.94845417],2664170
2464,20182.svs,2692091,69.73,53.52,0,[0.92407848 0.95851167 0.93909842 0.81743744 0.7312359 ],2819082
2465,20182.svs,2692091,63.5,46.52,0,[0.98711507 0.97853247 0.90934399 0.78798221 0.62655351],2746553
2466,20182.svs,2692091,82.69,70.5,0,[0.98130131 0.98315334 0.96062013 0.86314337 0.67340198],2746518
2467,20182.svs,2692091,60.23,43.09,0,[0.99793058 0.97874617 0.9382986  0.86878799 0.8409176 ],2746455
2468,20182.svs,2692091,81.44,68.68,0,[0.94056083 0.94934    0.91052356 0.80261579 0.75276915],2746424
2469,20182.svs,2692091,62.13,45.06,0,[0.96845842 0.9755374  0.96522278 0.83243335 0.52397429],2723550
2470,20182.svs,2692091,58.66,41.5,0,[0.96030413 0.94873969 0.89661098 0.77683458 0.61868199],2723395
2471,20182.svs,2692091,80.32,67.12,0,[0.90690479 0.9215273  0.91456339 0.81320832 0.70277578],2723216
2472,20182.svs,2692091,60.56,43.43,1,[0.98308647 0.96922559 0.94087463 0.83732195 0.69454871],2692138
2473,20182.svs,2692091,66.46,49.77,1,[0.99803546 0.99496836 0.98764082 0.97519833 0.93882821],2692091
2474,20182.svs,2692091,67.96,51.46,1,[0.98963228 0.98825309 0.97868059 0.91866858 0.86614505],2692058
2475,20182.svs,2692091,78.03,63.98,1,[0.99840349 0.99029282 0.95515998 0.88922981 0.8845008 ],2692017
2476,20182.svs,2692091,87.5,77.78,1,[0.9888338  0.97463648 0.95861835 0.87236847 0.76254497],2691982
2477,20182.svs,2692091,83.36,71.47,1,[0.99660048 0.99209418 0.97416132 0.91549722 0.91024232],2691939
2478,20182.svs,2692091,83.36,71.46,1,[0.98744037 0.98930964 0.98165737 0.92054623 0.81100236],2691904
2479,20182.svs,2692091,91.59,84.49,1,[0.99042638 0.97945508 0.9591036  0.88972445 0.77217948],2691879
2480,20182.svs,2692091,91.55,84.42,1,[0.9881115  0.98562061 0.95370798 0.85591447 0.8050175 ],2664236
2481,20182.svs,2692091,89.31,80.68,1,[0.98974433 0.98588348 0.95952542 0.89927197 0.78313759],2664170
2482,20182.svs,2692058,69.81,53.62,0,[0.93859101 0.96819109 0.95334491 0.85114094 0.79962728],2819082
2483,20182.svs,2692058,64.02,47.08,0,[0.99304852 0.98238095 0.91929981 0.80820127 0.71175818],2746553
2484,20182.svs,2692058,83.28,71.35,0,[0.98837206 0.9882493  0.96938108 0.90468065 0.76160917],2746518
2485,20182.svs,2692058,58.22,41.06,0,[0.99787616 0.97739467 0.93500933 0.85687975 0.87659303],2746455
2486,20182.svs,2692058,81.62,68.95,0,[0.95202344 0.95547038 0.91888794 0.81381477 0.81425462],2746424
2487,20182.svs,2692058,62.96,45.95,0,[0.97946639 0.98411559 0.97671783 0.90701703 0.66637297],2723550
2488,20182.svs,2692058,58.84,41.68,0,[0.97007675 0.9539365  0.90383514 0.78943537 0.72344745],2723395
2489,20182.svs,2692058,80.52,67.4,0,[0.9223735  0.93200312 0.9255489  0.83321606 0.77721829],2723216
2490,20182.svs,2692058,60.95,43.84,1,[0.98892114 0.97283801 0.94901842 0.89083206 0.80757878],2692138
2491,20182.svs,2692058,67.54,50.99,1,[0.99945103 0.99599998 0.98705211 0.96866575 0.93989096],2692091
2492,20182.svs,2692058,69.41,53.15,1,[0.99549248 0.99375186 0.98717757 0.96889063 0.93637628],2692058
2493,20182.svs,2692058,74.73,59.65,1,[0.99843942 0.99089957 0.95467408 0.87147398 0.87195152],2692017
2494,20182.svs,2692058,87.37,77.57,1,[0.993266   0.97900765 0.96309945 0.90754343 0.8460428 ],2691982
2495,20182.svs,2692058,74.96,59.95,1,[0.99745567 0.99286608 0.9783418  0.91305959 0.88508577],2691939
2496,20182.svs,2692058,84.44,73.07,1,[0.99432261 0.99450414 0.98945655 0.96728665 0.90646721],2691904
2497,20182.svs,2692058,91.85,84.93,1,[0.9946988  0.98363827 0.96650368 0.93230106 0.84516271],2691879
2498,20182.svs,2692058,91.7,84.67,1,[0.99322673 0.99040384 0.95690619 0.87573758 0.80356154],2664236
2499,20182.svs,2692058,89.34,80.73,1,[0.99392983 0.98948053 0.96579092 0.92926145 0.85989936],2664170
2500,20182.svs,2692017,70.09,53.96,0,[0.92633278 0.96087702 0.94584049 0.76083734 0.69541325],2819082
2501,20182.svs,2692017,62.57,45.53,0,[0.98686744 0.98317615 0.95014257 0.81918451 0.64281079],2746553
2502,20182.svs,2692017,82.4,70.07,0,[0.98152371 0.98571663 0.9622322  0.82021346 0.64684253],2746518
2503,20182.svs,2692017,56.56,39.43,0,[0.99838183 0.98605773 0.96405918 0.89964812 0.87546607],2746455
2504,20182.svs,2692017,82.04,69.55,0,[0.94608311 0.96001529 0.95206074 0.82628602 0.77967879],2746424
2505,20182.svs,2692017,60.33,43.2,0,[0.96527706 0.97378635 0.93779578 0.74111207 0.47458301],2723550
2506,20182.svs,2692017,59.48,42.32,0,[0.9640685  0.96025145 0.94183245 0.79922811 0.66745213],2723395
2507,20182.svs,2692017,81.06,68.16,0,[0.91609997 0.93463244 0.9474439  0.79942756 0.70945952],2723216
2508,20182.svs,2692017,62.75,45.72,1,[0.98545803 0.97741412 0.95862094 0.83276989 0.74189795],2692138
2509,20182.svs,2692017,63.56,46.59,1,[0.99749652 0.9947102  0.97036141 0.90002975 0.88056002],2692091
2510,20182.svs,2692017,66.35,49.64,1,[0.98788206 0.98683981 0.95746424 0.8270634  0.80241373],2692058
2511,20182.svs,2692017,74.81,59.76,1,[0.99876939 0.99635607 0.99102549 0.97275835 0.94766711],2692017
2512,20182.svs,2692017,86.4,76.06,1,[0.99192798 0.98521994 0.97233064 0.85044109 0.76128546],2691982
2513,20182.svs,2692017,73.34,57.91,1,[0.99466421 0.99172313 0.96182692 0.8416831  0.83132144],2691939
2514,20182.svs,2692017,81.02,68.1,1,[0.9840944  0.9869455  0.96598322 0.83136006 0.74351044],2691904
2515,20182.svs,2692017,92.76,86.51,1,[0.99252489 0.98817742 0.97456714 0.87235369 0.7768482 ],2691879
2516,20182.svs,2692017,91.31,84.01,1,[0.98856908 0.98755806 0.95239046 0.8244167  0.77944408],2664236
2517,20182.svs,2692017,89.58,81.12,1,[0.99165543 0.99022877 0.97497946 0.89553409 0.79501889],2664170
2518,20182.svs,2691904,69.92,53.75,0,[0.95666853 0.97779258 0.96582456 0.89133787 0.85592226],2819082
2519,20182.svs,2691904,64.3,47.39,0,[0.99761483 0.98618133 0.93634025 0.84334957 0.77784838],2746553
2520,20182.svs,2691904,84.23,72.75,0,[0.99480827 0.99179109 0.97675951 0.91816497 0.79550664],2746518
2521,20182.svs,2691904,50.33,33.62,0,[0.99726978 0.97718751 0.94555328 0.85365693 0.86581081],2746455
2522,20182.svs,2691904,82.06,69.58,0,[0.9682339  0.96509537 0.93909821 0.85579098 0.85331178],2746424
2523,20182.svs,2691904,62.87,45.85,0,[0.98765379 0.98814979 0.97906057 0.9160167  0.71872819],2723550
2524,20182.svs,2691904,59.55,42.4,0,[0.98158608 0.96181082 0.92470075 0.83085226 0.77541555],2723395
2525,20182.svs,2691904,81.01,68.08,0,[0.94524921 0.94705194 0.94533425 0.87556741 0.85015221],2723216
2526,20182.svs,2691904,61.64,44.55,1,[0.99342043 0.97587203 0.95832799 0.90450941 0.81361711],2692138
2527,20182.svs,2691904,64.5,47.6,1,[0.9991653  0.99562708 0.98714496 0.95127166 0.9006134 ],2692091
2528,20182.svs,2691904,70.39,54.3,1,[0.99918438 0.99587081 0.98810445 0.96300014 0.94325912],2692058
2529,20182.svs,2691904,64.93,48.07,1,[0.99845633 0.98965245 0.95798083 0.85908972 0.83389621],2692017
2530,20182.svs,2691904,87.47,77.72,1,[0.99603517 0.98133379 0.97038169 0.907334   0.84327532],2691982
2531,20182.svs,2691904,74.52,59.39,1,[0.99895398 0.99361027 0.97967546 0.92118776 0.86074325],2691939
2532,20182.svs,2691904,86.4,76.05,1,[0.9995018  0.99790684 0.99615701 0.99092959 0.97136874],2691904
2533,20182.svs,2691904,90.68,82.96,1,[0.99723846 0.98425261 0.96980415 0.92153765 0.82722722],2691879
2534,20182.svs,2691904,90.04,81.89,1,[0.99707126 0.99326893 0.96532982 0.88134334 0.74314086],2664236
2535,20182.svs,2691904,88.57,79.48,1,[0.99711899 0.99241966 0.9763616  0.94026544 0.84878212],2664170
2536,20182.svs,2691982,70.69,54.67,0,[0.96702891 0.97692428 0.95518312 0.79911998 0.7095869 ],2819082
2537,20182.svs,2691982,61.59,44.49,0,[0.99750298 0.9875153  0.95167567 0.82015043 0.6668057 ],2746553
2538,20182.svs,2691982,79.14,65.47,0,[0.99401392 0.98438525 0.96120475 0.87043446 0.78834986],2746518
2539,20182.svs,2691982,42.44,26.94,0,[0.99790928 0.98525659 0.95878669 0.86833619 0.74351399],2746455
2540,20182.svs,2691982,82.29,69.91,0,[0.98046782 0.98470998 0.9589866  0.82448994 0.75873637],2746424
2541,20182.svs,2691982,58.44,41.29,0,[0.98413765 0.97038541 0.95556345 0.86865842 0.69728741],2723550
2542,20182.svs,2691982,59.22,42.07,0,[0.99232617 0.98631269 0.95809489 0.82869077 0.76006494],2723395
2543,20182.svs,2691982,81.15,68.27,0,[0.96308873 0.97514377 0.96810559 0.84577007 0.75458398],2723216
2544,20182.svs,2691982,62.39,45.34,1,[0.99838674 0.9919866  0.97845368 0.93105805 0.81518141],2692138
2545,20182.svs,2691982,54.41,37.38,1,[0.9943232  0.981468   0.96454773 0.88566767 0.69819267],2692091
2546,20182.svs,2691982,62.27,45.22,1,[0.99496489 0.98137978 0.96668772 0.89554144 0.73524529],2692058
2547,20182.svs,2691982,56.32,39.2,1,[0.99764843 0.98866406 0.97437651 0.84092751 0.60364903],2692017
2548,20182.svs,2691982,88.86,79.95,1,[0.99958193 0.99722305 0.99119718 0.97547636 0.94640964],2691982
2549,20182.svs,2691982,66.2,49.48,1,[0.99378532 0.97946061 0.95327107 0.8538793  0.70945738],2691939
2550,20182.svs,2691982,77.27,62.96,1,[0.99313125 0.98268061 0.97508284 0.9070938  0.82425649],2691904
2551,20182.svs,2691982,82.18,69.75,1,[0.99856267 0.99577108 0.99097937 0.95792619 0.89044358],2691879
2552,20182.svs,2691982,85.06,74.01,1,[0.99526437 0.98433854 0.95748446 0.86795762 0.7016066 ],2664236
2553,20182.svs,2691982,84.66,73.4,1,[0.99791584 0.99310276 0.98531378 0.94248927 0.88321137],2664170
2554,20182.svs,2692138,70.16,54.03,0,[0.93470435 0.96404896 0.95674497 0.84520798 0.79785389],2819082
2555,20182.svs,2692138,62.58,45.54,0,[0.99149656 0.98995909 0.96258291 0.86715376 0.77828995],2746553
2556,20182.svs,2692138,80.14,66.86,0,[0.98225308 0.98121613 0.9665262  0.89487928 0.80848489],2746518
2557,20182.svs,2692138,51.51,34.69,0,[0.99898303 0.9932443  0.97429196 0.92620595 0.88347462],2746455
2558,20182.svs,2692138,82.62,70.39,0,[0.95568239 0.97556505 0.96397179 0.88050616 0.87458788],2746424
2559,20182.svs,2692138,58.09,40.94,0,[0.96935086 0.96171294 0.95215426 0.87295098 0.63991384],2723550
2560,20182.svs,2692138,60.08,42.94,0,[0.97589712 0.98292885 0.96351514 0.88664114 0.87851911],2723395
2561,20182.svs,2692138,80.6,67.5,0,[0.92511773 0.95388284 0.96425699 0.87324285 0.79444395],2723216
2562,20182.svs,2692138,65.94,49.19,1,[0.99512757 0.99455644 0.98772552 0.96618786 0.94326706],2692138
2563,20182.svs,2692138,57.37,40.23,1,[0.99407413 0.98515585 0.96497594 0.90941019 0.79011319],2692091
2564,20182.svs,2692138,63.74,46.78,1,[0.98845323 0.97895619 0.96563535 0.90648157 0.79109415],2692058
2565,20182.svs,2692138,56.41,39.29,1,[0.99565417 0.98641319 0.97248906 0.84985065 0.72133487],2692017
2566,20182.svs,2692138,89.01,80.2,1,[0.99318414 0.98840518 0.98320895 0.92866608 0.84758955],2691982
2567,20182.svs,2692138,68.02,51.54,1,[0.9897686  0.98005602 0.9573379  0.8710074  0.76658982],2691939
2568,20182.svs,2692138,78.8,65.01,1,[0.98255022 0.97818211 0.97280632 0.921528   0.85107412],2691904
2569,20182.svs,2692138,84.01,72.43,1,[0.98894228 0.98503868 0.98265976 0.92417984 0.84192369],2691879
2570,20182.svs,2692138,84.88,73.73,1,[0.98636627 0.97721215 0.95892391 0.87957371 0.75553357],2664236
2571,20182.svs,2692138,84.63,73.35,1,[0.98571233 0.98522994 0.97979258 0.93082389 0.80321892],2664170
2572,20182.svs,2664236,70.6,54.56,0,[0.96903153 0.98218907 0.96315135 0.83073393 0.69778136],2819082
2573,20182.svs,2664236,63.17,46.16,0,[0.99772399 0.98810096 0.95179601 0.85830837 0.63454461],2746553
2574,20182.svs,2664236,83.86,72.21,0,[0.9984176  0.99315518 0.97548591 0.91464461 0.78694332],2746518
2575,20182.svs,2664236,45.64,29.56,0,[0.9968293  0.97868105 0.95618739 0.8663289  0.70708366],2746455
2576,20182.svs,2664236,82.56,70.3,0,[0.97850207 0.97246431 0.95352531 0.86101352 0.7522317 ],2746424
2577,20182.svs,2664236,61.32,44.22,0,[0.99304899 0.99132313 0.96654296 0.84899679 0.58424931],2723550
2578,20182.svs,2664236,58.76,41.61,0,[0.98680394 0.96744233 0.94160927 0.83902176 0.67210011],2723395
2579,20182.svs,2664236,81.82,69.24,0,[0.9608649  0.95736285 0.95684632 0.84429261 0.68467854],2723216
2580,20182.svs,2664236,62.54,45.5,1,[0.9935719  0.97862408 0.96830842 0.89695983 0.7529258 ],2692138
2581,20182.svs,2664236,56.92,39.78,1,[0.99855026 0.99425313 0.97614884 0.88781097 0.6719809 ],2692091
2582,20182.svs,2664236,66.71,50.05,1,[0.99909705 0.9946196  0.97772208 0.89241985 0.64265003],2692058
2583,20182.svs,2664236,60.36,43.22,1,[0.99899993 0.99192825 0.96762737 0.8059762  0.57876361],2692017
2584,20182.svs,2664236,87.45,77.7,1,[0.99625617 0.9848259  0.97698868 0.90319116 0.79480895],2691982
2585,20182.svs,2664236,69.46,53.21,1,[0.99948628 0.99399352 0.96941494 0.89297722 0.79726027],2691939
2586,20182.svs,2664236,81.81,69.23,1,[0.99907855 0.99639099 0.98611237 0.91137416 0.7720197 ],2691904
2587,20182.svs,2664236,87.15,77.23,1,[0.99658861 0.98625543 0.97860259 0.91748011 0.8068166 ],2691879
2588,20182.svs,2664236,87.97,78.52,1,[0.99899827 0.99500188 0.97287564 0.9438229  0.90795991],2664236
2589,20182.svs,2664236,85.39,74.51,1,[0.99800868 0.99270496 0.98234804 0.925466   0.85478176],2664170
2590,20124.svs,2669857,88.13,78.79,0,[0.99865279 0.98746949 0.94867691 0.86766715 0.66349257],2778776
2591,20124.svs,2669857,70.01,53.86,0,[0.99912728 0.97906556 0.94430028 0.82029878 0.4959943 ],2745160
2592,20124.svs,2669857,68.69,52.31,0,[0.99518645 0.98909857 0.9715606  0.88648189 0.74088319],2745135
2593,20124.svs,2669857,50.7,33.96,0,[0.99701058 0.95611812 0.92526875 0.81873046 0.5278638 ],2745114
2594,20124.svs,2669857,68.96,52.62,0,[0.99664862 0.96876686 0.9546457  0.86364056 0.69710727],2745085
2595,20124.svs,2669857,82.06,69.58,0,[0.99919982 0.99162633 0.9426236  0.80632542 0.74330401],2745054
2596,20124.svs,2669857,67.09,50.47,0,[0.99836018 0.98100493 0.9583589  0.84566568 0.81215775],2745005
2597,20124.svs,2669857,83.89,72.25,0,[0.99885142 0.98099972 0.94184559 0.8292397  0.56983048],2744972
2598,20124.svs,2669857,72.63,57.02,0,[0.99826177 0.99149897 0.9655366  0.85214772 0.79913138],2744939
2599,20124.svs,2669857,76.6,62.08,0,[0.99855839 0.97994573 0.95314924 0.88014672 0.65313307],2715779
2600,20124.svs,2669857,75.88,61.14,0,[0.93880606 0.91791613 0.90102233 0.80279209 0.62632514],2715754
2601,20124.svs,2669857,90.11,81.99,0,[0.99466842 0.98596062 0.95998892 0.90049501 0.72038219],2715717
2602,20124.svs,2669857,87.7,78.1,0,[0.99327412 0.98721321 0.97036552 0.89845421 0.80834981],2715682
2603,20124.svs,2669857,66.21,49.49,0,[0.99452734 0.9785288  0.96488506 0.87714989 0.75396245],2715649
2604,20124.svs,2669857,80.93,67.97,0,[0.99878726 0.98779377 0.97158771 0.85970541 0.62790924],2715632
2605,20124.svs,2669857,72.47,56.83,0,[0.99844133 0.99023107 0.97780567 0.93035971 0.81584677],2715615
2606,20124.svs,2669857,85.08,74.03,0,[0.999558   0.99423018 0.97929833 0.91267381 0.72962202],2715592
2607,20124.svs,2669857,80.11,66.82,0,[0.9895807  0.98570617 0.97869013 0.92242829 0.85484402],2715571
2608,20124.svs,2669857,87.1,77.15,0,[0.99954037 0.98779306 0.96661217 0.9002163  0.6290878 ],2715544
2609,20124.svs,2669857,82.44,70.13,0,[0.99224554 0.98843498 0.97246362 0.90075226 0.83298669],2715523
2610,20124.svs,2669857,92.09,85.34,0,[0.97940535 0.97053082 0.95165051 0.86698584 0.74067873],2715504
2611,20124.svs,2669857,78.45,64.54,0,[0.99703961 0.98853955 0.97190149 0.89580032 0.74714453],2715487
2612,20124.svs,2669857,83.41,71.54,0,[0.99732447 0.98822023 0.96250166 0.90586724 0.78059047],2715466
2613,20124.svs,2669857,79.99,66.65,0,[0.99918347 0.99237447 0.97418624 0.91145802 0.83414293],2715449
2614,20124.svs,2669857,80.24,67.01,0,[0.9974094  0.99268392 0.97951838 0.91351482 0.79949576],2715428
2615,20124.svs,2669857,71.09,55.15,0,[0.99775036 0.99018202 0.96795941 0.87767059 0.76183693],2715413
2616,20124.svs,2669857,90.47,82.6,0,[0.98017825 0.97571466 0.9717375  0.91552966 0.87919331],2715392
2617,20124.svs,2669857,81.32,68.52,0,[0.99009352 0.97855778 0.96521357 0.84953638 0.59385115],2715369
2618,20124.svs,2669857,78.54,64.67,0,[0.97953985 0.95417595 0.92661829 0.83275554 0.64389958],2715342
2619,20124.svs,2669857,81.37,68.6,0,[0.96521171 0.96247336 0.95979161 0.89001466 0.66804393],2715309
2620,20124.svs,2669857,90.04,81.88,0,[0.99427987 0.97871772 0.9593343  0.85898384 0.5806038 ],2715292
2621,20124.svs,2669857,84.86,73.7,0,[0.99888337 0.98263518 0.94065865 0.80301534 0.48044841],2715269
2622,20124.svs,2669857,81.85,69.28,0,[0.99921355 0.98459054 0.95039013 0.85099019 0.55180349],2715254
2623,20124.svs,2669857,84.57,73.27,0,[0.99270266 0.93774293 0.91765286 0.83254653 0.49167607],2715233
2624,20124.svs,2669857,73.61,58.25,0,[0.99789991 0.97028887 0.91822942 0.84140073 0.48480809],2715218
2625,20124.svs,2669857,82.65,70.43,0,[0.99935124 0.99337399 0.96213712 0.82324359 0.85288407],2715195
2626,20124.svs,2669857,90.63,82.87,0,[0.99234849 0.97200895 0.96199566 0.87903175 0.86204737],2715174
2627,20124.svs,2669857,85.47,74.63,0,[0.99924017 0.99265489 0.96059037 0.87675549 0.85337965],2715151
2628,20124.svs,2669857,85.39,74.5,0,[0.99854964 0.99158915 0.95930998 0.83417384 0.73201365],2715128
2629,20124.svs,2669857,82.62,70.39,0,[0.99927886 0.98978762 0.93460454 0.82288652 0.71641131],2715113
2630,20124.svs,2669857,84.48,73.13,0,[0.99865121 0.98862782 0.94250003 0.80283601 0.6477266 ],2715096
