,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
1785,19940.svs,2686370,89.06,80.28,0,[0.99660394 0.98745146 0.96576178 0.87058706 0.72608732],2713503
1786,19940.svs,2686370,87.48,77.75,0,[0.99663072 0.97907498 0.94368601 0.8121081  0.6507394 ],2713450
1787,19940.svs,2686370,82.36,70.02,0,[0.99546677 0.97472278 0.93825459 0.82063958 0.53133182],2713433
1788,19940.svs,2686370,89.75,81.4,0,[0.99702417 0.98169135 0.96474224 0.88570461 0.73729392],2713412
1789,19940.svs,2686370,87.98,78.54,0,[0.99453201 0.98160347 0.95630844 0.81937126 0.66415182],2713395
1790,19940.svs,2686370,52.12,35.24,0,[0.99766501 0.97890484 0.95024667 0.8505591  0.63105995],2713372
1791,19940.svs,2686370,79.34,65.76,0,[0.99694713 0.98685929 0.96850754 0.85725109 0.70749087],2713335
1792,19940.svs,2686370,81.89,69.33,0,[0.99600066 0.98091172 0.95502415 0.86497208 0.62649339],2713264
1793,19940.svs,2686370,84.7,73.47,0,[0.99741787 0.98507674 0.96245225 0.88830441 0.6912204 ],2713249
1794,19940.svs,2686370,71.52,55.66,0,[0.99637608 0.97604096 0.94414491 0.80358202 0.64918049],2713232
1795,19940.svs,2686370,84.49,73.14,0,[0.99774235 0.98643473 0.95814751 0.86352275 0.75672908],2713211
1796,19940.svs,2686370,87.61,77.96,0,[0.99811491 0.99329819 0.96675166 0.87229634 0.76112767],2713182
1797,19940.svs,2686370,82.49,70.2,0,[0.99567928 0.97110193 0.91902995 0.79438172 0.6282698 ],2713165
1798,19940.svs,2686370,77.45,63.2,0,[0.99834913 0.98773674 0.96193656 0.88231813 0.71260143],2713150
1799,19940.svs,2686370,82.47,70.17,0,[0.99688201 0.97691896 0.95738359 0.86591233 0.69549816],2713123
1800,19940.svs,2686370,85.24,74.28,0,[0.99837828 0.98749658 0.94910571 0.80605796 0.62697641],2713100
1801,19940.svs,2686370,85.88,75.25,0,[0.99862809 0.98895    0.9595641  0.87618188 0.82028333],2713069
1802,19940.svs,2686370,73.69,58.35,0,[0.99698893 0.98353829 0.94489544 0.85592917 0.74394659],2713048
1803,19940.svs,2686370,75.06,60.08,0,[0.99728749 0.97538762 0.94732914 0.78806169 0.6349309 ],2713027
1804,19940.svs,2686370,74.54,59.42,0,[0.99747961 0.98169972 0.95040821 0.8243993  0.71989584],2713006
1805,19940.svs,2686370,76.04,61.34,0,[0.99644382 0.97684569 0.94352375 0.79670478 0.6633737 ],2712987
1806,19940.svs,2686370,75.01,60.01,0,[0.99466831 0.97322394 0.93781118 0.78829819 0.59156415],2712964
1807,19940.svs,2686370,92.13,85.41,0,[0.99667546 0.97626854 0.94701892 0.84438499 0.70903271],2712937
1808,19940.svs,2686370,79.47,65.93,0,[0.99094203 0.90793644 0.8684441  0.71147181 0.6269275 ],2712916
1809,19940.svs,2686370,80.81,67.8,0,[0.99409403 0.9725082  0.94396806 0.86309169 0.72740662],2712897
1810,19940.svs,2686370,69.81,53.62,0,[0.99884843 0.98654562 0.96250264 0.87239024 0.7440079 ],2712860
1811,19940.svs,2686370,82.62,70.39,0,[0.99846954 0.99017011 0.95614195 0.82470976 0.59839769],2712837
1812,19940.svs,2686370,85.16,74.16,0,[0.99840762 0.98773018 0.94770286 0.80199732 0.69432019],2712822
1813,19940.svs,2686370,82.05,69.57,0,[0.99827973 0.98837016 0.95253744 0.82632458 0.67465326],2712803
1814,19940.svs,2686370,86.67,76.48,0,[0.9981339  0.99056813 0.96240406 0.88267033 0.735575  ],2712788
1815,19940.svs,2686370,76.08,61.4,1,[0.9992392  0.98846936 0.97250497 0.90855083 0.77441465],2688911
1816,19940.svs,2686370,53.65,36.66,1,[0.99935187 0.98463054 0.93681299 0.88898229 0.84327674],2688890
1817,19940.svs,2686370,81.7,69.06,1,[0.99948316 0.99251503 0.97113979 0.90831157 0.8160156 ],2688871
1818,19940.svs,2686370,91.68,84.63,1,[0.99924751 0.99155007 0.97390385 0.93895437 0.91502688],2688820
1819,19940.svs,2686370,92.58,86.19,1,[0.99927108 0.99302534 0.97384663 0.92055027 0.87576076],2688793
1820,19940.svs,2686370,88.99,80.16,1,[0.99902442 0.99582252 0.98119703 0.91775729 0.8810962 ],2688772
1821,19940.svs,2686370,73.13,57.64,1,[0.99929641 0.99187098 0.97597307 0.89671028 0.76910995],2688751
1822,19940.svs,2686370,85.19,74.2,1,[0.9988554  0.98938855 0.97940825 0.92969317 0.81073159],2688730
1823,19940.svs,2686370,79.35,65.76,1,[0.99942421 0.99272192 0.96972131 0.87976305 0.72205005],2688711
1824,19940.svs,2686370,88.67,79.65,1,[0.99865831 0.986666   0.96955635 0.92112032 0.84647984],2688688
1825,19940.svs,2686370,79.63,66.16,1,[0.99763947 0.98908349 0.96476668 0.86984791 0.77857855],2688665
1826,19940.svs,2686370,83.4,71.53,1,[0.99973699 0.99370738 0.9734304  0.89336517 0.80656482],2688646
1827,19940.svs,2686370,81.34,68.55,1,[0.99978697 0.99482629 0.98558636 0.92373412 0.80017523],2688621
1828,19940.svs,2686370,92.61,86.23,1,[0.99813347 0.99082921 0.97193036 0.88250325 0.79133179],2688598
1829,19940.svs,2686370,92.52,86.08,1,[0.99926044 0.98633666 0.96259813 0.86027527 0.81934998],2688579
1830,19940.svs,2686370,72.93,57.4,1,[0.99935513 0.99128475 0.96195763 0.86064352 0.76556993],2688562
1831,19940.svs,2686370,71.39,55.51,1,[0.99944401 0.99186666 0.96801777 0.8837574  0.78363557],2688545
1832,19940.svs,2686370,79.54,66.03,1,[0.99958199 0.98882562 0.94591105 0.87277026 0.76595553],2688528
1833,19940.svs,2686370,82.77,70.61,1,[0.99966184 0.990438   0.95615893 0.89455425 0.82106281],2686870
1834,19940.svs,2686370,90.79,83.13,1,[0.99979402 0.99670893 0.98570036 0.93389064 0.80987924],2686851
1835,19940.svs,2686370,84.7,73.46,1,[0.99716229 0.97727131 0.95259457 0.87931383 0.68258086],2686828
1836,19940.svs,2686370,91.72,84.71,1,[0.99894582 0.9842852  0.94712837 0.90238762 0.84697879],2686811
1837,19940.svs,2686370,93.76,88.25,1,[0.99939112 0.99193079 0.96452279 0.8494907  0.72207697],2686790
1838,19940.svs,2686370,70.37,54.29,1,[0.99924279 0.98814251 0.96311153 0.88452368 0.62842607],2686769
1839,19940.svs,2686370,88.79,79.84,1,[0.9995829  0.99370237 0.97981939 0.92666953 0.83619244],2686748
1840,19940.svs,2686370,74.67,59.58,1,[0.99966802 0.99533023 0.97908706 0.91621873 0.84543829],2686731
1841,19940.svs,2686370,91.54,84.4,1,[0.99970888 0.99599341 0.97567169 0.88869485 0.80228195],2686708
1842,19940.svs,2686370,77.31,63.01,1,[0.99942034 0.98765369 0.94141049 0.82512347 0.77570206],2686685
1843,19940.svs,2686370,91.89,85.0,1,[0.99973923 0.99527564 0.98088062 0.93773355 0.80736878],2686599
1844,19940.svs,2686370,83.0,70.94,1,[0.99959063 0.99499746 0.98102883 0.9391853  0.86047426],2686578
1845,19940.svs,2686370,86.77,76.63,1,[0.99895498 0.99141402 0.95489871 0.86556068 0.75174193],2686549
1846,19940.svs,2686370,93.79,88.31,1,[0.99936294 0.98943204 0.97032938 0.90699494 0.79427099],2686504
1847,19940.svs,2686370,92.06,85.29,1,[0.99818697 0.97822345 0.94065183 0.85241101 0.76252594],2686483
1848,19940.svs,2686370,60.04,42.89,1,[0.99533903 0.97568899 0.95015622 0.8468626  0.71369511],2686460
1849,19940.svs,2686370,90.71,83.0,1,[0.99980343 0.99531039 0.98134948 0.91162147 0.73931694],2686431
1850,19940.svs,2686370,76.16,61.49,1,[0.99910893 0.99385257 0.97594702 0.87611167 0.77202576],2686412
1851,19940.svs,2686370,91.52,84.37,1,[0.99885151 0.99128998 0.97097779 0.86123866 0.75745751],2686391
1852,19940.svs,2686370,93.86,88.44,1,[0.99989994 0.99850393 0.99156332 0.97579283 0.92755785],2686370
1853,19940.svs,2686370,91.79,84.83,1,[0.99974369 0.99593854 0.97968719 0.92707062 0.9162334 ],2686353
1854,19940.svs,2686370,91.17,83.77,1,[0.99892313 0.9864103  0.97299604 0.86851875 0.80116672],2686334
1855,19940.svs,2686370,92.09,85.35,1,[0.99949232 0.99393259 0.96805025 0.92408627 0.83099144],2686317
1856,19940.svs,2686370,89.74,81.39,1,[0.99974014 0.99105076 0.94663442 0.88675775 0.79894885],2686298
1857,19940.svs,2686370,87.95,78.49,1,[0.99893794 0.98977149 0.95169769 0.88621796 0.85302168],2686260
1858,19940.svs,2686370,93.04,86.98,1,[0.99933542 0.98845983 0.97041748 0.91162583 0.85867181],2686230
1859,19940.svs,2686370,86.3,75.9,1,[0.99961028 0.99215103 0.97143661 0.89341817 0.81298096],2686209
1860,19940.svs,2686370,92.93,86.79,1,[0.99856082 0.98162205 0.96316266 0.90755066 0.85093438],2686190
1861,19940.svs,2686370,76.65,62.14,1,[0.99935154 0.98922733 0.96702122 0.90251575 0.75091678],2686163
1862,19940.svs,2686370,79.07,65.39,1,[0.999154   0.99138982 0.97454785 0.91490946 0.77817305],2686142
1863,19940.svs,2686370,84.8,73.62,1,[0.99945589 0.99434137 0.96975272 0.91384474 0.82207933],2686124
1864,19940.svs,2686708,83.07,71.05,1,[0.99970137 0.99173683 0.96507821 0.92661297 0.78812633],2777896
1865,19940.svs,2686708,92.04,85.25,0,[0.99840419 0.97368106 0.93220078 0.79837483 0.62421782],2744893
1866,19940.svs,2686708,84.22,72.75,0,[0.99883875 0.99087045 0.9626783  0.83123225 0.68816343],2744730
1867,19940.svs,2686708,78.36,64.42,0,[0.99607936 0.96915492 0.91059663 0.78253193 0.6297316 ],2744677
1868,19940.svs,2686708,84.2,72.71,0,[0.99904188 0.99182526 0.95807378 0.81243453 0.6492686 ],2744648
1869,19940.svs,2686708,71.15,55.21,0,[0.99733758 0.98312981 0.95846007 0.85962441 0.57497568],2713706
1870,19940.svs,2686708,80.72,67.67,0,[0.99693894 0.98086786 0.94062432 0.80002945 0.49291567],2713685
1871,19940.svs,2686708,86.22,75.77,0,[0.99615431 0.97668439 0.93760909 0.80311163 0.56902209],2713628
1872,19940.svs,2686708,87.74,78.15,0,[0.99859769 0.98162295 0.92527501 0.83457054 0.69021219],2713607
1873,19940.svs,2686708,82.26,69.86,0,[0.99738906 0.98457176 0.9578841  0.79784721 0.63070887],2713580
1874,19940.svs,2686708,86.6,76.37,0,[0.9980563  0.98355695 0.95557637 0.84740496 0.70402496],2713545
1875,19940.svs,2686708,79.79,66.37,0,[0.99663343 0.97626364 0.90285757 0.84520489 0.69346173],2713522
1876,19940.svs,2686708,89.86,81.59,0,[0.99774777 0.98718815 0.95572309 0.84037872 0.65871123],2713503
1877,19940.svs,2686708,87.82,78.28,0,[0.99777782 0.9831055  0.94134308 0.78852887 0.60826414],2713450
1878,19940.svs,2686708,83.54,71.73,0,[0.9973721  0.98096935 0.93642871 0.76520346 0.49604911],2713433
1879,19940.svs,2686708,89.42,80.86,0,[0.99810432 0.98593786 0.96468529 0.88592141 0.75730964],2713412
1880,19940.svs,2686708,88.1,78.74,0,[0.99308611 0.97731158 0.95068533 0.78918888 0.61427293],2713395
1881,19940.svs,2686708,60.81,43.69,0,[0.99810365 0.98228294 0.95225176 0.85180789 0.61546847],2713372
1882,19940.svs,2686708,80.34,67.14,0,[0.99662413 0.98509235 0.95918621 0.82858758 0.65779235],2713335
1883,19940.svs,2686708,88.51,79.39,0,[0.99694614 0.98494754 0.95149709 0.82969453 0.56632357],2713264
1884,19940.svs,2686708,85.71,74.99,0,[0.99860508 0.98862933 0.96048481 0.85872075 0.63987314],2713249
1885,19940.svs,2686708,75.64,60.82,0,[0.99759852 0.98045288 0.94079965 0.79648279 0.6108979 ],2713232
1886,19940.svs,2686708,83.49,71.66,0,[0.99863888 0.98772812 0.95418213 0.83668493 0.70565669],2713211
1887,19940.svs,2686708,88.02,78.61,0,[0.99650009 0.99222023 0.96447544 0.84420045 0.70359556],2713182
1888,19940.svs,2686708,83.06,71.03,0,[0.99682129 0.97554513 0.92449643 0.8145692  0.62787469],2713165
1889,19940.svs,2686708,82.73,70.55,0,[0.99876834 0.98932604 0.95753251 0.84953212 0.65402114],2713150
1890,19940.svs,2686708,83.22,71.26,0,[0.99797835 0.98210507 0.95316834 0.85265564 0.63009403],2713123
1891,19940.svs,2686708,82.38,70.04,0,[0.99913382 0.9899377  0.95443068 0.80631135 0.62946149],2713100
1892,19940.svs,2686708,85.75,75.06,0,[0.99839638 0.9901365  0.95471697 0.87481256 0.79245678],2713069
1893,19940.svs,2686708,80.7,67.65,0,[0.99796494 0.98464886 0.9379839  0.8491027  0.71018837],2713048
1894,19940.svs,2686708,75.2,60.25,0,[0.99715822 0.97334164 0.94135846 0.78058974 0.58306075],2713027
1895,19940.svs,2686708,79.25,65.63,0,[0.99835842 0.98085908 0.93850293 0.81077331 0.67128579],2713006
1896,19940.svs,2686708,77.41,63.15,0,[0.99773275 0.98025955 0.94087007 0.80042323 0.68643581],2712987
1897,19940.svs,2686708,76.31,61.69,0,[0.99691492 0.97663285 0.93357431 0.79244045 0.60028987],2712964
1898,19940.svs,2686708,93.0,86.92,0,[0.99797925 0.97588601 0.94330877 0.81537468 0.65149145],2712937
1899,19940.svs,2686708,79.52,66.0,0,[0.99292515 0.90378202 0.85964993 0.67450523 0.54445553],2712916
1900,19940.svs,2686708,80.83,67.82,0,[0.9956826  0.97439984 0.93586328 0.79738731 0.65208279],2712897
1901,19940.svs,2686708,70.03,53.88,0,[0.9987492  0.98516759 0.95650831 0.82792925 0.65598625],2712860
1902,19940.svs,2686708,76.47,61.9,0,[0.99902108 0.99130532 0.95173619 0.75180361 0.52590106],2712837
1903,19940.svs,2686708,85.09,74.05,0,[0.99905241 0.98848455 0.94332721 0.77651428 0.6642042 ],2712822
1904,19940.svs,2686708,80.53,67.41,0,[0.99911041 0.98907021 0.9498657  0.7874071  0.58986772],2712803
1905,19940.svs,2686708,88.1,78.73,0,[0.9989238  0.99138775 0.96055774 0.86239879 0.68656281],2712788
1906,19940.svs,2686708,80.5,67.36,1,[0.99963672 0.99093233 0.97111585 0.90188901 0.74258017],2688911
1907,19940.svs,2686708,59.2,42.05,1,[0.99948159 0.98606993 0.93571233 0.90193135 0.76739034],2688890
1908,19940.svs,2686708,84.97,73.87,1,[0.99959988 0.99192345 0.96402424 0.87364442 0.78205464],2688871
1909,19940.svs,2686708,91.26,83.92,1,[0.99967273 0.99293379 0.96565929 0.89632284 0.8295165 ],2688820
1910,19940.svs,2686708,92.3,85.7,1,[0.99963248 0.99378214 0.97005529 0.91527264 0.85292601],2688793
1911,19940.svs,2686708,87.94,78.48,1,[0.99768491 0.99336311 0.97634415 0.90483986 0.84402884],2688772
1912,19940.svs,2686708,81.05,68.14,1,[0.99933815 0.99206815 0.96863955 0.88931498 0.70779642],2688751
1913,19940.svs,2686708,85.59,74.81,1,[0.99957417 0.99159769 0.97121198 0.87752782 0.75573586],2688730
1914,19940.svs,2686708,82.51,70.23,1,[0.99946653 0.991611   0.96212381 0.83907548 0.69914487],2688711
1915,19940.svs,2686708,89.87,81.61,1,[0.99875443 0.98751356 0.96297193 0.88964838 0.79935397],2688688
1916,19940.svs,2686708,84.81,73.62,1,[0.99831362 0.98898307 0.9549987  0.84812557 0.6893739 ],2688665
1917,19940.svs,2686708,85.92,75.31,1,[0.99980809 0.99299603 0.96587246 0.87024861 0.7598319 ],2688646
1918,19940.svs,2686708,84.32,72.89,1,[0.99977754 0.99421284 0.98094338 0.92237655 0.77341052],2688621
1919,19940.svs,2686708,94.86,90.22,1,[0.99844485 0.99245237 0.97126648 0.89922732 0.79774222],2688598
1920,19940.svs,2686708,92.07,85.3,1,[0.99929195 0.98527188 0.95433764 0.82738509 0.72264213],2688579
1921,19940.svs,2686708,79.07,65.38,1,[0.99961886 0.99287036 0.96422086 0.91091839 0.73654633],2688562
1922,19940.svs,2686708,77.19,62.86,1,[0.99958104 0.9929552  0.96456979 0.88945101 0.73649015],2688545
1923,19940.svs,2686708,80.94,67.99,1,[0.99949145 0.98766443 0.93058919 0.8475554  0.72892011],2688528
1924,19940.svs,2686708,88.63,79.58,1,[0.99971146 0.99015848 0.94909779 0.87832819 0.76486877],2686870
1925,19940.svs,2686708,90.72,83.01,1,[0.99982256 0.99553704 0.98138736 0.91641901 0.73673133],2686851
1926,19940.svs,2686708,88.07,78.68,1,[0.99877679 0.98287533 0.9500588  0.86840299 0.67180252],2686828
1927,19940.svs,2686708,92.43,85.93,1,[0.99928587 0.98606083 0.94088198 0.89102148 0.80703448],2686811
1928,19940.svs,2686708,93.96,88.61,1,[0.99952236 0.99159272 0.96021788 0.83887201 0.70543713],2686790
1929,19940.svs,2686708,74.07,58.82,1,[0.99936828 0.98739603 0.95590087 0.8663706  0.62384462],2686769
1930,19940.svs,2686708,92.53,86.09,1,[0.99969153 0.99441793 0.97614016 0.91789508 0.78020727],2686748
1931,19940.svs,2686708,80.41,67.24,1,[0.99983664 0.99527319 0.97664431 0.91620464 0.81737913],2686731
1932,19940.svs,2686708,94.92,90.33,1,[0.99982328 0.99602639 0.97826862 0.96193662 0.89300305],2686708
1933,19940.svs,2686708,80.45,67.3,1,[0.99965259 0.98717751 0.935257   0.85292019 0.76698355],2686685
1934,19940.svs,2686708,95.9,92.12,1,[0.99987093 0.9956508  0.97738013 0.90315503 0.75947712],2686599
1935,19940.svs,2686708,87.12,77.18,1,[0.99975564 0.99556623 0.97925016 0.91700955 0.81517827],2686578
1936,19940.svs,2686708,89.23,80.56,1,[0.99920853 0.99226087 0.95556037 0.84726156 0.66114364],2686549
1937,19940.svs,2686708,94.53,89.63,1,[0.99958881 0.99023915 0.96647037 0.87176254 0.70366855],2686504
1938,19940.svs,2686708,92.0,85.18,1,[0.99831181 0.97551415 0.93188853 0.82651865 0.68273877],2686483
1939,19940.svs,2686708,64.54,47.65,1,[0.99728678 0.979412   0.94391122 0.8201205  0.66794577],2686460
1940,19940.svs,2686708,93.48,87.75,1,[0.99980605 0.99536528 0.98008507 0.89754796 0.73603303],2686431
1941,19940.svs,2686708,82.92,70.83,1,[0.99921563 0.99307177 0.97162107 0.88284878 0.76064659],2686412
1942,19940.svs,2686708,95.68,91.73,1,[0.99902179 0.98924934 0.96511778 0.86308464 0.72885048],2686391
1943,19940.svs,2686708,87.95,78.5,1,[0.99983093 0.99528612 0.97465313 0.92956686 0.84530005],2686370
1944,19940.svs,2686708,93.67,88.1,1,[0.99984796 0.9961735  0.97931032 0.93560016 0.86622751],2686353
1945,19940.svs,2686708,93.15,87.17,1,[0.99939428 0.98862473 0.96844177 0.8543529  0.77865025],2686334
1946,19940.svs,2686708,89.68,81.28,1,[0.99968261 0.99235283 0.95626413 0.90497782 0.79628225],2686317
1947,19940.svs,2686708,85.01,73.93,1,[0.99977202 0.98836896 0.92666633 0.86732316 0.72114432],2686298
1948,19940.svs,2686708,85.97,75.39,1,[0.99808158 0.98836869 0.93835154 0.86303963 0.77870244],2686260
1949,19940.svs,2686708,94.31,89.23,1,[0.99959897 0.99015628 0.96293293 0.87454896 0.8128885 ],2686230
1950,19940.svs,2686708,91.27,83.93,1,[0.99977496 0.99304216 0.97014787 0.8981958  0.79069977],2686209
1951,19940.svs,2686708,92.98,86.88,1,[0.99891888 0.98417359 0.95683897 0.87164877 0.80599585],2686190
1952,19940.svs,2686708,79.4,65.84,1,[0.99965333 0.99020766 0.95970317 0.89089016 0.73393693],2686163
1953,19940.svs,2686708,82.13,69.68,1,[0.99957882 0.99285403 0.97095503 0.91701502 0.76713672],2686142
1954,19940.svs,2686708,80.18,66.92,1,[0.99945453 0.99332944 0.96220246 0.9048317  0.80474103],2686124
1955,19940.svs,2688646,85.4,74.53,1,[0.99952011 0.99160458 0.95594819 0.91423008 0.840097  ],2777896
1956,19940.svs,2688646,92.53,86.1,0,[0.99765894 0.96907979 0.94071631 0.89203672 0.80367912],2744893
1957,19940.svs,2688646,84.99,73.9,0,[0.99951409 0.99462655 0.97178613 0.89012546 0.78271693],2744730
1958,19940.svs,2688646,79.51,65.99,0,[0.99685808 0.96936061 0.91509353 0.84698321 0.77875357],2744677
1959,19940.svs,2688646,84.54,73.22,0,[0.9981778  0.98222583 0.94964905 0.8222841  0.74735866],2744648
1960,19940.svs,2688646,76.18,61.53,0,[0.99844019 0.99146051 0.96441959 0.86787158 0.70374574],2713706
1961,19940.svs,2688646,80.91,67.94,0,[0.9986659  0.989885   0.95431828 0.86200553 0.67611822],2713685
1962,19940.svs,2688646,85.21,74.24,0,[0.99817299 0.98560679 0.95099122 0.89271646 0.75693608],2713628
1963,19940.svs,2688646,89.11,80.36,0,[0.99929616 0.9852098  0.93871228 0.90275949 0.85321061],2713607
1964,19940.svs,2688646,82.65,70.42,0,[0.99808332 0.99263927 0.9590008  0.81116784 0.71854109],2713580
1965,19940.svs,2688646,86.5,76.21,0,[0.99867668 0.98168545 0.95025521 0.86453316 0.82488519],2713545
1966,19940.svs,2688646,81.14,68.27,0,[0.9984093  0.9872558  0.9147195  0.84947867 0.74247754],2713522
1967,19940.svs,2688646,91.22,83.85,0,[0.99797387 0.98890607 0.97370548 0.95396347 0.87209851],2713503
1968,19940.svs,2688646,85.69,74.96,0,[0.99835035 0.98975383 0.96415158 0.89015289 0.8025835 ],2713450
1969,19940.svs,2688646,84.25,72.78,0,[0.99902408 0.99091547 0.97101794 0.90923203 0.69002372],2713433
1970,19940.svs,2688646,89.74,81.39,0,[0.99804258 0.99074605 0.97074349 0.90923791 0.8364061 ],2713412
1971,19940.svs,2688646,88.68,79.66,0,[0.99011654 0.97077856 0.94615882 0.87043616 0.81447409],2713395
1972,19940.svs,2688646,67.12,50.51,0,[0.99890624 0.9869996  0.94966169 0.85834324 0.75878983],2713372
1973,19940.svs,2688646,80.76,67.73,0,[0.99520742 0.98339255 0.95943784 0.89689566 0.82610671],2713335
1974,19940.svs,2688646,88.99,80.16,0,[0.99887752 0.99307168 0.97504129 0.94277628 0.78912892],2713264
1975,19940.svs,2688646,86.42,76.08,0,[0.99944388 0.99369465 0.96827585 0.89475466 0.78136646],2713249
1976,19940.svs,2688646,81.23,68.39,0,[0.99834975 0.98837764 0.96050374 0.87833593 0.7543568 ],2713232
1977,19940.svs,2688646,82.19,69.76,0,[0.99936323 0.99152319 0.96063787 0.90216011 0.83430137],2713211
1978,19940.svs,2688646,87.79,78.24,0,[0.99368331 0.98433434 0.95532114 0.87121629 0.82790118],2713182
1979,19940.svs,2688646,82.96,70.88,0,[0.99721047 0.98115884 0.92318827 0.801857   0.70275886],2713165
1980,19940.svs,2688646,84.39,72.99,0,[0.99959381 0.98886763 0.96058572 0.90707842 0.80197055],2713150
1981,19940.svs,2688646,84.32,72.88,0,[0.99916875 0.98989275 0.96548135 0.89146059 0.76802739],2713123
1982,19940.svs,2688646,80.82,67.81,0,[0.99948055 0.98700437 0.93467106 0.78204286 0.71848936],2713100
1983,19940.svs,2688646,85.56,74.77,0,[0.99716539 0.98953622 0.96448355 0.92162172 0.85319673],2713069
1984,19940.svs,2688646,86.16,75.69,0,[0.99893421 0.98506236 0.93715411 0.85182878 0.80260667],2713048
1985,19940.svs,2688646,76.33,61.71,0,[0.99616461 0.97262694 0.94621232 0.89193253 0.85310853],2713027
1986,19940.svs,2688646,80.19,66.93,0,[0.99914915 0.98527781 0.95337259 0.92647958 0.88755717],2713006
1987,19940.svs,2688646,77.23,62.9,0,[0.99827495 0.98717419 0.9630243  0.89621285 0.84337359],2712987
